date,platform,product_name,category,sub_category,region,units_sold,unit_price,revenue,discount,final_price,marketing_spend,holiday_flag,customer_rating,return_rate,stock_available,competitor_price,delivery_time_days,platform_fee,profit_margin,sentiment_score,day_of_week,month,year,promotion_type,customer_name,customer_age,mobile_number,customer_region
2024-12-24,Meesho,Shirt,Clothing,Topwear,West,54,554.73,29955.49,0,554.73,1338.9,1,4,0.05,184,455.47,2,27.74,0.32,-0.49,Tuesday,12,2024,Bogo,Kiara,29,9838946401,South
2024-12-03,Ajio,Smartphone,Electronics,Mobiles,North,190,293.39,50169.13,10,264.05,1890.25,0,5,0.17,445,250.41,1,13.2,0.12,0.05,Tuesday,12,2024,Bogo,Anaya,47,9456198511,West
2024-12-29,Ajio,Jeans,Clothing,Bottomwear,South,114,1866.75,170247.96,20,1493.4,1436.69,0,2,0.18,385,1816.15,1,74.67,0.22,-0.08,Sunday,12,2024,Coupon,Aarav,50,9208934602,North
2024-12-24,Ajio,Shoes,Footwear,Casual Shoes,South,94,1290.86,84938.85,30,903.6,181.69,1,4,0.05,113,1259.92,5,45.18,0.2,0.01,Tuesday,12,2024,None,Diya,35,9217401058,East
2024-12-01,Meesho,Smartphone,Electronics,Mobiles,East,137,1634.14,156713.67,30,1143.9,1845.86,0,5,0.05,282,1619.56,4,57.19,0.21,-0.39,Sunday,12,2024,Flash Sale,Ishaan,31,9642793845,North
2024-12-16,Myntra,Shoes,Footwear,Casual Shoes,West,69,463.15,28761.68,10,416.84,3471.42,0,1,0.19,278,376.29,5,20.84,0.17,-0.39,Monday,12,2024,Bogo,Ishaan,39,9496601673,South
2024-12-24,Flipkart,Watch,Accessories,Watches,North,91,827.38,52704.33,30,579.17,2497.27,1,5,0.02,388,879.81,2,28.96,0.23,0.88,Tuesday,12,2024,None,Diya,38,9592626721,East
2024-12-02,Ajio,Shoes,Footwear,Casual Shoes,North,84,322.43,18958.73,30,225.7,3471.35,0,3,0.17,229,239.25,5,11.28,0.17,-0.21,Monday,12,2024,Coupon,Aarav,18,9537131110,West
2024-12-14,Flipkart,Jeans,Clothing,Bottomwear,West,57,1250.71,49903.41,30,875.5,4672.32,0,4,0.2,16,1191.96,5,43.77,0.33,0.36,Saturday,12,2024,Flash Sale,Kiara,32,9318865260,North
2024-12-28,Flipkart,Smartphone,Electronics,Mobiles,North,138,1785.0,197063.75,20,1428.0,4155.15,0,3,0.12,217,1842.31,5,71.4,0.26,0.72,Saturday,12,2024,Coupon,Reyansh,53,9835523925,North
2025-01-10,Flipkart,Smartphone,Electronics,Mobiles,East,117,502.85,47067.03,20,402.28,4547.64,0,1,0.11,112,523.84,5,20.11,0.29,-0.53,Friday,1,2025,Bogo,Myra,39,9077850204,West
2025-01-12,Ajio,Shoes,Footwear,Casual Shoes,East,34,1156.51,31457.04,20,925.21,3522.55,0,1,0.07,68,1180.56,4,46.26,0.36,-0.55,Sunday,1,2025,Bogo,Ishaan,49,9212872140,North
2025-01-03,Meesho,Smartphone,Electronics,Mobiles,South,165,1959.16,290935.46,10,1763.25,1100.77,0,3,0.2,303,1909.52,1,88.16,0.2,-0.58,Friday,1,2025,Flash Sale,Aarav,50,9370435680,North
2025-01-07,Meesho,Watch,Accessories,Watches,East,120,677.89,65077.92,20,542.32,4055.24,0,4,0.07,26,732.87,6,27.12,0.18,0.54,Tuesday,1,2025,Coupon,Aarav,58,9935966797,North
2024-12-18,Flipkart,Smartphone,Electronics,Mobiles,East,44,1350.39,59417.35,0,1350.39,621.05,0,1,0.19,172,1273.42,1,67.52,0.22,-0.23,Wednesday,12,2024,Coupon,Anaya,56,9777582547,East
2024-12-15,Meesho,Jeans,Clothing,Bottomwear,East,55,1627.23,89497.61,0,1627.23,2444.63,0,1,0.06,407,1652.03,4,81.36,0.25,-0.84,Sunday,12,2024,Coupon,Ishaan,40,9339945311,East
2025-01-12,Myntra,Smartphone,Electronics,Mobiles,South,64,927.24,41540.35,30,649.07,2393.13,0,5,0.13,355,929.22,3,32.45,0.31,-0.96,Sunday,1,2025,Coupon,Saanvi,19,9210749087,South
2025-01-11,Meesho,Shirt,Clothing,Topwear,East,114,456.46,52036.54,0,456.46,1576.01,0,2,0.18,303,448.65,4,22.82,0.32,0.53,Saturday,1,2025,Coupon,Kiara,19,9379660539,North
2024-12-12,Ajio,Smartphone,Electronics,Mobiles,North,80,1707.11,136569.13,0,1707.11,2155.3,0,1,0.1,398,1716.02,5,85.36,0.28,-0.63,Thursday,12,2024,Coupon,Reyansh,55,9991968474,South
2024-12-10,Meesho,Smartphone,Electronics,Mobiles,South,77,829.29,51084.5,20,663.44,3347.06,0,4,0.12,423,879.53,1,33.17,0.22,-0.36,Tuesday,12,2024,None,Aarav,46,9668201599,East
2024-12-14,Amazon,Smartphone,Electronics,Mobiles,South,38,972.46,29562.77,20,777.97,978.34,0,4,0.05,406,958.38,5,38.9,0.32,0.46,Saturday,12,2024,Flash Sale,Anaya,20,9829101261,North
2024-12-01,Amazon,Smartphone,Electronics,Mobiles,West,58,1097.07,50904.13,20,877.66,783.52,0,5,0.07,189,1015.19,6,43.88,0.16,0.03,Sunday,12,2024,Bogo,Anaya,56,9416977798,South
2024-12-01,Flipkart,Jeans,Clothing,Bottomwear,North,91,1125.42,71688.94,30,787.79,1848.09,0,4,0.11,40,1084.67,5,39.39,0.12,0.97,Sunday,12,2024,Bogo,Diya,24,9009150443,North
2025-01-06,Myntra,Shirt,Clothing,Topwear,West,43,605.84,26051.28,0,605.84,2172.06,0,5,0.07,454,649.53,4,30.29,0.33,0.45,Monday,1,2025,None,Ishaan,53,9405671658,North
2024-12-12,Amazon,Smartphone,Electronics,Mobiles,East,141,1808.96,255064.05,0,1808.96,1218.35,0,1,0.1,78,1720.91,4,90.45,0.12,0.92,Thursday,12,2024,None,Aarav,46,9738057311,West
2024-12-16,Flipkart,Smartphone,Electronics,Mobiles,West,125,647.1,64709.62,20,517.68,4754.51,0,1,0.15,24,579.98,1,25.88,0.22,-0.29,Monday,12,2024,Coupon,Reyansh,54,9904533448,South
2024-12-09,Ajio,Shirt,Clothing,Topwear,West,119,258.58,21539.86,30,181.01,676.46,0,1,0.06,128,242.13,5,9.05,0.3,0.27,Monday,12,2024,Bogo,Saanvi,53,9782209537,East
2025-01-09,Ajio,Jeans,Clothing,Bottomwear,South,190,1858.0,282416.43,20,1486.4,3656.28,0,1,0.15,330,1800.91,6,74.32,0.33,-0.47,Thursday,1,2025,Bogo,Vivaan,40,9116406695,South
2024-12-19,Ajio,Shirt,Clothing,Topwear,East,69,498.41,24073.28,30,348.89,4038.4,0,2,0.08,473,554.79,1,17.44,0.15,-0.34,Thursday,12,2024,Coupon,Vivaan,33,9371112501,South
2024-12-27,Amazon,Smartphone,Electronics,Mobiles,East,145,1590.37,207543.38,10,1431.33,2994.94,0,2,0.19,183,1588.53,5,71.57,0.33,0.12,Friday,12,2024,None,Saanvi,48,9910296064,South
2025-01-13,Meesho,Watch,Accessories,Watches,North,87,770.96,67073.68,0,770.96,1057.57,0,1,0.05,333,736.78,2,38.55,0.25,0.78,Monday,1,2025,Coupon,Aarav,51,9810879547,West
2024-12-12,Ajio,Jeans,Clothing,Bottomwear,North,178,1905.87,339245.29,0,1905.87,3623.88,0,4,0.09,75,1957.63,3,95.29,0.14,-0.14,Thursday,12,2024,Coupon,Ishaan,18,9746031920,North
2024-12-29,Amazon,Watch,Accessories,Watches,East,86,702.79,60440.15,0,702.79,1975.37,0,5,0.06,200,776.22,5,35.14,0.1,-0.86,Sunday,12,2024,None,Reyansh,35,9107320122,East
2024-12-15,Ajio,Smartphone,Electronics,Mobiles,North,81,805.22,58700.69,10,724.7,1935.29,0,3,0.07,186,772.72,3,36.23,0.35,0.59,Sunday,12,2024,Flash Sale,Diya,57,9597511600,West
2024-12-31,Myntra,Smartphone,Electronics,Mobiles,West,134,1373.48,128832.66,30,961.44,3880.69,1,5,0.16,333,1336.12,1,48.07,0.35,-0.05,Tuesday,12,2024,Bogo,Ishaan,32,9684040983,East
2024-12-18,Myntra,Smartphone,Electronics,Mobiles,West,178,415.54,59173.21,20,332.43,4948.58,0,3,0.19,17,501.15,3,16.62,0.27,-0.85,Wednesday,12,2024,Bogo,Myra,34,9816135111,West
2025-01-08,Flipkart,Watch,Accessories,Watches,East,23,705.52,11358.95,30,493.87,4449.06,0,3,0.09,119,777.41,4,24.69,0.3,0.65,Wednesday,1,2025,Coupon,Ishaan,27,9248589459,North
2025-01-14,Flipkart,Jeans,Clothing,Bottomwear,West,189,869.8,115074.12,30,608.86,2616.9,0,1,0.01,323,816.69,5,30.44,0.12,0.71,Tuesday,1,2025,Flash Sale,Ishaan,37,9721285939,East
2024-12-11,Flipkart,Jeans,Clothing,Bottomwear,North,76,1415.81,96841.51,10,1274.23,3199.47,0,3,0.16,168,1371.56,6,63.71,0.39,-0.98,Wednesday,12,2024,Coupon,Kiara,23,9213834712,South
2024-12-02,Amazon,Shirt,Clothing,Topwear,North,125,659.45,82431.61,0,659.45,1035.46,0,1,0.1,17,670.81,6,32.97,0.31,0.14,Monday,12,2024,Bogo,Aarav,25,9563068000,West
2025-01-12,Ajio,Jeans,Clothing,Bottomwear,East,60,117.11,4918.65,30,81.98,3040.69,0,2,0.06,255,166.55,6,4.1,0.19,-0.93,Sunday,1,2025,None,Diya,51,9968278220,East
2024-12-02,Myntra,Smartphone,Electronics,Mobiles,East,65,1103.9,71753.71,0,1103.9,4819.79,0,4,0.19,316,1068.44,6,55.2,0.38,0.84,Monday,12,2024,Bogo,Kiara,49,9162649742,North
2024-12-05,Flipkart,Jeans,Clothing,Bottomwear,South,179,1981.65,283772.06,20,1585.32,4386.04,0,3,0.19,226,1895.65,6,79.27,0.21,0.53,Thursday,12,2024,None,Aarav,59,9864698468,East
2024-12-03,Flipkart,Shirt,Clothing,Topwear,West,43,780.51,23493.33,30,546.36,208.71,0,4,0.1,258,784.54,4,27.32,0.34,0.94,Tuesday,12,2024,Flash Sale,Kabir,21,9030721324,West
2025-01-12,Ajio,Watch,Accessories,Watches,South,49,1238.33,48542.36,20,990.66,4380.44,0,1,0.08,465,1311.28,6,49.53,0.12,0.78,Sunday,1,2025,None,Diya,56,9797674995,North
2024-12-09,Meesho,Shoes,Footwear,Casual Shoes,North,81,1616.04,104719.19,20,1292.83,1059.62,0,3,0.1,315,1655.22,4,64.64,0.15,0.23,Monday,12,2024,None,Aarav,37,9705543097,South
2024-12-05,Myntra,Shirt,Clothing,Topwear,South,31,1880.73,40811.93,30,1316.51,3877.19,0,5,0.03,11,1794.2,2,65.83,0.24,-0.88,Thursday,12,2024,Bogo,Vivaan,41,9522567495,West
2024-12-22,Myntra,Shoes,Footwear,Casual Shoes,West,188,1920.46,361046.94,0,1920.46,2618.38,0,2,0.17,447,1909.15,4,96.02,0.15,-0.65,Sunday,12,2024,Coupon,Kiara,41,9058939083,West
2025-01-02,Meesho,Shirt,Clothing,Topwear,North,41,933.48,34445.27,10,840.13,1683.05,0,2,0.06,263,1001.2,1,42.01,0.31,0.83,Thursday,1,2025,Coupon,Kabir,43,9102691814,North
2024-12-17,Myntra,Smartphone,Electronics,Mobiles,East,44,1807.7,79538.67,0,1807.7,516.78,0,3,0.08,428,1905.46,3,90.38,0.17,-0.81,Tuesday,12,2024,Bogo,Diya,42,9797218271,West
2024-12-03,Myntra,Smartphone,Electronics,Mobiles,East,172,762.85,131210.15,0,762.85,4268.56,0,2,0.08,372,809.02,1,38.14,0.16,-0.24,Tuesday,12,2024,None,Myra,53,9205630284,East
2024-12-27,Myntra,Watch,Accessories,Watches,East,76,271.94,16534.13,20,217.55,2111.93,0,5,0.18,302,350.39,2,10.88,0.13,0.73,Friday,12,2024,Bogo,Reyansh,24,9530444510,South
